dataset,record_id,record_id_suffix,title,abstract,framework,a13b_decision,a13b_tier,a13b_p_include,a13b_ecs_final,a13b_confidence,verdict,reason
CLEF_CD010753,pubmed:29761479,pubmed:29761479,Antidepressants for insomnia in adults.,"BACKGROUND: Insomnia disorder is a subjective condition of unsatisfactory sleep (e.g. sleep onset, maintenance, early waking, impairment of daytime functioning). Insomnia disorder impairs quality of life and is associated with an increased risk of physical and mental health problems including anxiety, depression, drug and alcohol abuse, and increased health service use. hypnotic medications (e.g. benzodiazepines and 'Z' drugs) are licensed for sleep promotion, but can induce tolerance and dependence, although many people remain on long-term treatment. Antidepressant use for insomnia is widespread, but none is licensed for insomnia and the evidence for their efficacy is unclear. This use of unlicensed medications may be driven by concern over longer-term use of hypnotics and the limited availability of psychological treatments. OBJECTIVES: To assess the effectiveness, safety and tolerability of antidepressants for insomnia in adults. SEARCH METHODS: This review incorporated the results of searches to July 2015 conducted on electronic bibliographic databases: the Cochrane Central Register of Controlled Trials (CENTRAL, 2015, Issue 6), MEDLINE (1950 to 2015), Embase (1980 to 2015) and PsycINFO (1806 to 2015). We updated the searches to December 2017, but these results have not yet been incorporated into the review. SELECTION CRITERIA: Randomised controlled trials (RCTs) of adults (aged 18 years or older) with a primary diagnosis of insomnia and all participant types including people with comorbidities. Any antidepressant as monotherapy at any dose whether compared with placebo, other medications for insomnia (e.g. benzodiazepines and 'Z' drugs), a different antidepressant, waiting list control or treatment as usual. DATA COLLECTION AND ANALYSIS: Two review authors independently assessed trials for eligibility and extracted data using a data extraction form. A third review author resolved disagreements on inclusion or data extraction. MAIN RESULTS: The search identified 23 RCTs (2806 participants).Selective serotonin reuptake inhibitors (SSRIs) compared with placebo: three studies (135 participants) compared SSRIs with placebo. Combining results was not possible. Two paroxetine studies showed significant improvements in subjective sleep measures at six (60 participants, P = 0.03) and 12 weeks (27 participants, P < 0.001). There was no difference in the fluoxetine study (low quality evidence).There were either no adverse events or they were not reported (very low quality evidence).Tricyclic antidepressants (TCA) compared with placebo: six studies (812 participants) compared TCA with placebo; five used doxepin and one used trimipramine. We found no studies of amitriptyline. Four studies (518 participants) could be pooled, showing a moderate improvement in subjective sleep quality over placebo (standardised mean difference (SMD) -0.39, 95% confidence interval (CI) -0.56 to -0.21) (moderate quality evidence). Moderate quality evidence suggested that TCAs possibly improved sleep efficiency (mean difference (MD) 6.29 percentage points, 95% CI 3.17 to 9.41; 4 studies; 510 participants) and increased sleep time (MD 22.88 minutes, 95% CI 13.17 to 32.59; 4 studies; 510 participants). There may have been little or no impact on sleep latency (MD -4.27 minutes, 95% CI -9.01 to 0.48; 4 studies; 510 participants).There may have been little or no difference in adverse events between TCAs and placebo (risk ratio (RR) 1.02, 95% CI 0.86 to 1.21; 6 studies; 812 participants) (low quality evidence).'Other' antidepressants with placebo: eight studies compared other antidepressants with placebo (one used mianserin and seven used trazodone). Three studies (370 participants) of trazodone could be pooled, indicating a moderate improvement in subjective sleep outcomes over placebo (SMD -0.34, 95% CI -0.66 to -0.02). Two studies of trazodone measured polysomnography and found little or no difference in sleep efficiency (MD 1.38 percentage points, 95% CI -2.87 to 5.63; 169 participants) (low quality evidence).There was low quality evidence from two studies of more adverse effects with trazodone than placebo (i.e. morning grogginess, increased dry mouth and thirst). AUTHORS' CONCLUSIONS: We identified relatively few, mostly small studies with short-term follow-up and design limitations. The effects of SSRIs compared with placebo are uncertain with too few studies to draw clear conclusions. There may be a small improvement in sleep quality with short-term use of low-dose doxepin and trazodone compared with placebo. The tolerability and safety of antidepressants for insomnia is uncertain due to limited reporting of adverse events. There was no evidence for amitriptyline (despite common use in clinical practice) or for long-term antidepressant use for insomnia. High-quality trials of antidepressants for insomnia are needed.",pico,INCLUDE,1,0.5600265774076121,1.0,0.010421727745304032,genuine_fp,"The record is a systematic review, which is explicitly excluded by the study design criteria (excluded: Systematic review)."
Cohen_CalciumChannelBlockers,pubmed:10973843,pubmed:10973843,Response to antihypertensive therapy in older patients with sustained and nonsustained systolic hypertension. Systolic Hypertension in Europe (Syst-Eur) Trial Investigators.,"BACKGROUND: The goal of the present study was to assess the effect of antihypertensive therapy on clinic (CBP) and ambulatory (ABP) blood pressures, on ECG voltages, and on the incidence of stroke and cardiovascular events in older patients with sustained and nonsustained systolic hypertension. METHODS AND RESULTS: Patients who were >/=60 years old, with systolic CBP of 160 to 219 mm Hg and diastolic CBP of <95 mm Hg, were randomized into the double-blind placebo-controlled Systolic Hypertension in Europe (Syst-Eur) Trial. Treatment consisted of nitrendipine, with the possible addition of enalapril, hydrochlorothiazide, or both. Patients enrolled in the Ambulatory Blood Pressure Monitoring Side Project were classified according to daytime systolic ABP into 1 of 3 subgroups: nonsustained hypertension (<140 mm Hg), mild sustained hypertension (140 to 159 mm Hg), and moderate sustained hypertension (>/=160 mm Hg). At baseline, patients with nonsustained hypertension had smaller ECG voltages (P<0.001) and, during follow-up, a lower incidence of stroke (P<0.05) and of cardiovascular complications (P=0.01) than other groups. Active treatment reduced ABP and CBP in patients with sustained hypertension but only CBP in patients with nonsustained hypertension (P<0.001). The influence of active treatment on ECG voltages (P<0.05) and on the incidence of stroke (P<0.05) and cardiovascular events (P=0.06) was more favorable than that of placebo only in patients with moderate sustained hypertension. CONCLUSIONS: Patients with sustained hypertension had higher ECG voltages and rates of cardiovascular complications than did patients with nonsustained hypertension. The favorable effects of active treatment on these outcomes were only statistically significant in patients with moderate sustained hypertension.",pico,INCLUDE,1,0.5256780564081922,1.0,0.0019033554343219627,genuine_fp,"Study includes patients with diastolic BP <95 mm Hg, which is below the hypertension threshold (BP >=140/90 mmHg) defined in Population criteria, making the population partially ineligible."
CLEF_CD011768,pubmed:21710018,pubmed:21710018,[An infant feeding update program at healthcare centers and its impact on breastfeeding and morbidity].,"This study evaluated the impact of an infant feeding update program on exclusive breastfeeding and the incidence of diarrhea and respiratory illness in infants. A randomized cluster field study was conducted in the city of Porto Alegre, Rio Grande do Sul State, Brazil, with 20 healthcare centers. Health professionals received information on the Ten Steps to Healthy Feeding for Children up to Two Years of Age. We evaluated 619 infants 6-9 months of age. The results showed longer duration of exclusive breastfeeding (p = 0.02) in the intervention group but no significant differences in the incidence of diarrhea or respiratory symptoms. Complementary analyses showed that exclusive breastfeeding was longer in the group of children without the occurrence of diarrhea (p = 0.001) or respiratory symptoms (p = 0.03). The data suggest that the training was insufficient to affect incidence of illness, but that it was effective in extending exclusive breastfeeding.",pico,INCLUDE,1,0.5305506341853914,1.0,0.002694731782553972,genuine_fp,"Study population is infants 6-9 months, which is within the 4-24 month range. However, the intervention is training health professionals, not directly educating caregivers, which violates the intervention criteria."
CLEF_CD011768,pubmed:22085421,pubmed:22085421,Healthy babies through infant-centered feeding protocol: an intervention targeting early childhood obesity in vulnerable populations.,"BACKGROUND: Poor feeding practices during infancy contribute to obesity risk. As infants transition from human milk and/or formula-based diets to solid foods, these practices interfere with infant feeding self-regulation and healthy growth patterns. Compared with other socioeconomic groups, lower-income mothers are more likely to experience difficulty feeding their infants. This may include misinterpreting feeding cues and using less-than-optimal feeding styles and practices, such as pressuring infants during mealtimes and prematurely introducing solid food and sweetened beverages. The Healthy Babies trial aims to determine the efficacy of a community-based randomized controlled trial of an in-home intervention with economically and educationally disadvantaged mother-infant dyads. The educational intervention is being conducted during the infant's first 6 months of life to promote healthy transition to solids during their first year and is based on the theory of planned behavior. METHODS/DESIGN: We will describe our study protocol for a multisite randomized control trial being conducted in Colorado and Michigan with an anticipated sample of 372 economically and educationally disadvantaged African American, Hispanic, and Caucasian mothers with infants. Participants are being recruited by county community agency staff. Participants are randomly assigned to the intervention or the control group. The intervention consists of six in-home visits by a trained paraprofessional instructor followed by three reinforcement telephone contacts when the baby is 6, 8, and 10 months old. Main maternal outcomes include a) maternal responsiveness, b) feeding style, and c) feeding practices. Main infant outcome is infant growth pattern. All measures occur at baseline and when the infant is 6 and 12 months old. DISCUSSION: If this project is successful, the expected outcomes will address whether the home-based early nutrition education intervention is effective in helping mothers develop healthy infant feeding practices that contribute to improving infant health and development and reducing the risk of early-onset childhood obesity. TRIAL REGISTRATION: Current Controlled Trials ACTRN126100000415000.",pico,INCLUDE,1,0.5305551167432134,1.0,0.0026955231058228835,genuine_fp,"Excluded due to population age: intervention occurs during first 6 months of life, while criteria require infants aged 4-24 months for complementary feeding."
Cohen_CalciumChannelBlockers,pubmed:10486696,pubmed:10486696,Effect of amlodipine on exercise-induced platelet activation in patients affected by chronic stable angina.,"BACKGROUND: Literature concerning exercise-induced platelet activation in chronic stable angina is somewhat confusing. The reason lies in the type of exercise as well as in methodological problems. A powerful, recently introduced procedure to detect platelet activation is flow cytometry. Platelet response to activating factors is mediated by calcium uptake; however, calcium antagonist effect on platelet activity is still unclear. HYPOTHESIS: The study was undertaken to investigate exercise-induced platelet activation before and after treatment with amlodipine in chronic stable angina. METHODS: Twenty patients with chronic stable angina were entered into the study. Each subject underwent a symptom-limited cycloergometer stress test following a washout period of 2 weeks. Blood samples were collected before and immediately after exercise. All subjects were then randomized into two groups of 10 patients each, with Group 1 and Group 2 taking amlodipine 10 mg/day, and placebo for 4 weeks, respectively. They subsequently underwent a second exercise stress test, and blood samples were obtained before and immediately after exercise. Flow-cytometric evaluation of platelet activity was performed in order to recognize GMP-140 expression on platelet membrane. RESULTS: Strenuous exercise induced a significant increase in platelet activation in all subjects prior to therapy. No significant differences were observed in platelet activity at rest between Groups 1 and 2, whereas a significant decrease in exercise-induced platelet activation was demonstrated in Group 1 compared with Group 2. CONCLUSION: Our data provide evidence of the favorable effect of amlodipine on exercise-induced platelet activation in patients affected by chronic stable angina.",pico,INCLUDE,1,0.6249010489647883,0.8857675191023606,0.04549310370070747,genuine_fp,"Outcome mismatch: The study measures platelet activation (GMP-140 expression), which is a biomarker/surrogate marker excluded by Outcome criteria (excluded: 'surrogate markers only'). It does not report clinical outcomes like angina symptoms, mortality, or cardiovascular events required for inclusion."
Cohen_CalciumChannelBlockers,pubmed:10529039,pubmed:10529039,Amlodipine lowers blood pressure without affecting cerebral blood flow as measured by single photon emission computed tomography in elderly hypertensive subjects.,"AIM: To evaluate the effect of amlodipine on blood pressure and cerebral blood flow in elderly subjects with mild to moderate hypertension. METHODS: A double-blind, parallel group study of 26 patients. After a 4-week placebo run-in period, amlodipine (5-10 mg) or matching placebo was given once daily for 8 weeks. RESULTS: Amlodipine significantly reduced blood pressure compared with baseline. Diastolic blood pressure was significantly reduced by amlodipine compared with placebo (P< 0.02 to P< 0.01). Ambulatory blood pressure monitoring showed that blood pressure control was sustained over the 24-h dosing interval. Relative regional cerebral blood flow, assessed using single photon emission computed tomography, was not significantly affected by amlodipine. Three placebo patients, but no amlodipine patients, withdrew because of adverse events. CONCLUSION: Amlodipine was a well-tolerated and effective antihypertensive agent, and did not reduce regional cerebral blood flow in elderly hypertensive patients.",pico,INCLUDE,1,0.6249010489647883,0.8857675191023606,0.04549310370070747,genuine_fp,"Study population is elderly hypertensive subjects, which is included. However, the study design is a placebo-controlled trial, and the criteria explicitly exclude 'placebo' as a comparator for this review."
Cohen_CalciumChannelBlockers,pubmed:10577635,pubmed:10577635,Randomised trial of old and new antihypertensive drugs in elderly patients: cardiovascular mortality and morbidity the Swedish Trial in Old Patients with Hypertension-2 study.,"BACKGROUND: The efficacy of new antihypertensive drugs has been questioned. We compared the effects of conventional and newer antihypertensive drugs on cardiovascular mortality and morbidity in elderly patients. METHODS: We did a prospective, randomised trial in 6614 patients aged 70-84 years with hypertension (blood pressure > or = 180 mm Hg systolic, > or = 105 mm Hg diastolic, or both). Patients were randomly assigned conventional antihypertensive drugs (atenolol 50 mg, metoprolol 100 mg, pindolol 5 mg, or hydrochlorothiazide 25 mg plus amiloride 2.5 mg daily) or newer drugs (enalapril 10 mg or lisinopril 10 mg, or felodipine 2.5 mg or isradipine 2-5 mg daily). We assessed fatal stroke, fatal myocardial infarction, and other fatal cardiovascular disease. Analysis was by intention to treat. FINDINGS: Blood pressure was decreased similarly in all treatment groups. The primary combined endpoint of fatal stroke, fatal myocardial infarction, and other fatal cardiovascular disease occurred in 221 of 2213 patients in the conventional drugs group (19.8 events per 1000 patient-years) and in 438 of 4401 in the newer drugs group (19.8 per 1000; relative risk 0.99 [95% CI 0.84-1.16], p=0.89). The combined endpoint of fatal and non-fatal stroke, fatal and non-fatal myocardial infarction, and other cardiovascular mortality occurred in 460 patients taking conventional drugs and in 887 taking newer drugs (0.96 [0.86-1.08], p=0.49). INTERPRETATION: Old and new antihypertensive drugs were similar in prevention of cardiovascular mortality or major events. Decrease in blood pressure was of major importance for the prevention of cardiovascular events.",pico,INCLUDE,1,0.6274733629059634,0.8857675191023606,0.047407625306668755,genuine_fp,Intervention includes felodipine/isradipine (CCBs) but comparator includes ACE inhibitors (enalapril/lisinopril) which are excluded per Comparison criteria (exclude: ACE inhibitors).
Cohen_CalciumChannelBlockers,pubmed:10679507,pubmed:10679507,"Amlodipine, enalapril, and dependent leg edema in essential hypertension.","Calcium channel blockers (CCBs) blunt postural skin vasoconstriction, an autoregulatory mechanism that minimizes gravitational increases in capillary pressure and avoids fluid extravasation when standing. To evaluate the dose-response relation between this pharmacological interference and dependent edema, a frequent side effect of CCBs during antihypertensive treatment, skin blood flow (laser Doppler flowmetry) at the dorsum of the foot, both supine and with the limb passively placed 50 cm below the heart level, and leg weight (Archimedes principle) were measured at baseline, during increasing doses of the dihydropyridine amlodipine (5 and 10 mg UID each for 2 weeks), and after drug withdrawal in 10 hypertensive men. Because angiotensin-converting enzyme inhibitors may attenuate ankle swelling by CCBs, those parameters were evaluated according to a similar design during amlodipine (10 mg UID) and enalapril (20 mg UID) combined (n=10). As a control, the effect of enalapril monotherapy (10 and 20 mg UID for 2 weeks each) was evaluated in a third series of patients (n=8). Amlodipine (5 mg UID) increased leg weight without modifying postural vasoconstriction (the percent skin blood flow decrease from horizontal to dependent position), which indicates that extravascular fluid shift was independent of postural skin vasoconstriction. At 10 mg UID, however, amlodipine blunted postural vasoconstriction and increased leg weight further, which suggests that skin blood flow autoregulation limited additional fluid transfer. Both parameters normalized after drug withdrawal. Enalapril per se did not affect cutaneous vasomotion or leg weight but reduced the amount of dependent fluid extravasation by the CCB despite a persistent antagonism for postural vasoconstrictor responses.",pico,INCLUDE,1,0.6274733629059634,0.9509019129822991,0.047407625306668755,genuine_fp,"Study design is not eligible. The abstract describes a physiological study measuring skin blood flow and leg weight in response to interventions, not a clinical trial or observational study assessing clinical outcomes as required by the criteria."
Cohen_Statins,pubmed:10190398,pubmed:10190398,Effect of the stromelysin-1 promoter on efficacy of pravastatin in coronary atherosclerosis and restenosis.,"It has proved difficult to identify high-risk patients for atherosclerosis and to determine how they might respond to medication. Recently, a common promoter variant of the human stromelysin-1 gene has been reported, which has been shown to affect the transcription. We investigated whether this polymorphism had any impact on the risk of events, especially restenosis and progression of coronary artery disease and whether the effect was modulated by treatment with pravastatin. The stromelysin-1 genotype was determined for 496 men with coronary artery disease and cholesterol levels between 4.0 and 8.0 mmol/L, participating in the Regression Growth Evaluation Statin Study (REGRESS) study, a clinical trial assessing the effect of the lipid-lowering drug pravastatin on the progression of atherosclerosis. Patients in the placebo group with 5A6A or 6A6A genotypes had more clinical events than patients with the 5A5A genotype (26% and 12%, respectively, p = 0.03). In the pravastatin group, the risk of clinical events in patients with 5A6A or 6A6A genotypes was lower, compared with placebo, whereas it was unchanged in those with a 5A5A genotype (p value for interaction: 0.038). Also, the incidence of repeat angioplasty in the placebo group was greater in patients with the 6A6A or 5A6A genotypes, compared with 5A homozygotes (38% and 40%, respectively, vs 11%, p = 0.09). Again, treatment substantially reduced the incidence in heterozygotes and 6A homozygotes (0% and 15%, respectively), whereas it was unchanged in 5A homozygotes (28%, p for interaction: 0.002). These effects were independent of the effects of pravastatin on the lipid levels. Thus, this study suggests that the stomelysin-1 promoter polymorphism confers a genotype-specific response to medication in determining clinical event-free survival and the risk for symptom-driven repeat angioplasty. This variant may therefore act as a predictor, not only of disease progression, but also of response to therapy and risk of restenosis.",pico,INCLUDE,1,0.6714520538225156,1.0,0.08716149979281959,genuine_fp,"Study design is a cohort study (genetic subgroup analysis of RCT participants), which is excluded per criteria. The abstract states it's a 'genotype' analysis of REGRESS trial participants, not a randomized comparison of interventions."
Cohen_Statins,pubmed:10193730,pubmed:10193730,Pravastatin therapy in hyperlipidemia: effects on thrombus formation and the systemic hemostatic profile.,"OBJECTIVES: The study sought to determine the effects of lipid-lowering with pravastatin on the systemic fibrinolytic profile and on thrombus formation under dynamic flow conditions. BACKGROUND: Lowering cholesterol (C) decreases clinical events in coronary artery disease (CAD) patients, but an analysis of the effects of lipid-lowering on the entire hemostatic and thrombotic profile has not been conducted. METHODS: We prospectively studied 93 stable patients with untreated low-density lipoprotein cholesterol (LDL-C) >145 mg/dl. The CAD patients received pravastatin, and non-CAD patients were randomized to pravastatin versus placebo (double-blind). Thrombus formation upon an injured vascular surface was assessed in a substudy of 40 patients with a previously validated ex vivo perfusion chamber system. Systemic hemostatic markers and thrombus formation were evaluated at baseline, three and six months. RESULTS: Placebo produced no changes in either the lipid profile, any of the hemostatic markers, or the ex vivo thrombus formation. Both pravastatin groups (CAD and non-CAD) showed decreased LDL-C by 30% within 6 weeks (188 to 126 mg/dl, p < 0.001 vs. baseline), and decreased plasminogen activator inhibitor-1 at 3- and 6-month follow-up compared to baseline (15% to 18% decrease at 3 months and 21% to 23% at 6 months). For the tissue plasminogen activator antigen, CAD and non-CAD groups showed significant decreases at 6 months compared to baseline (10% and 13%, respectively). No significant changes were observed with treatment in d-dimer, fibrinopeptide A, prothrombin fragment F1.2, factor VIIa, von Willebrand factor, or C-reactive protein. Fibrinogen levels were significantly increased at 6 months compared to baseline, though still below the upper normal limit. In the perfusion chamber substudy, there was a decrease in thrombus area in non-CAD patients treated with pravastatin at both 3 and 6 months compared to baseline (by 21% and 34%, respectively). The CAD patients showed decreases in thrombus formation by 13% at 3 months, and by 16% at 6 months. The change in LDL-C- correlated modestly with the change in thrombus formation (r = 0.49; p < 0.01). CONCLUSIONS: Pravastatin therapy significantly decreased thrombus formation and improved the fibrinolytic profile in patients with and without CAD. These early effects may, in part, explain the benefit rendered in primary and secondary prevention of CAD.",pico,INCLUDE,1,0.6714520538225156,1.0,0.08656406752580537,genuine_fp,"Study design is a prospective cohort study, not an RCT or systematic review. The criteria explicitly exclude cohort studies."
CLEF_CD001261,pubmed:3375787,pubmed:3375787,"[Effectiveness of oral, attenuated live Salmonella typhi Ty 21a vaccine in controlled field trials].","The first live oral typhoid vaccine (strain Salmonella typhi Ty 21a) distributed under the trade name of ""Vivotif"" has been evaluated for safety and efficacy in volunteer studies and in large-scale, placebo-controlled, double-blind field trials. While the data demonstrated that the vaccine was well tolerated, the level of efficacy varied distinctly. It is probable that the differences observed can be chiefly attributed to the various vaccine formulations evaluated to facilitate the passage of the acid-sensitive vaccine strain through the acid environment of the stomach. Based upon these results, the initially marketed formulation (2 bicarbonate capsules + vaccine capsule) was changed to an acid-resistant capsule which was subsequently evaluated in a field trial conducted in Chile and involving 44,000 school age children. Following 4 years of surveillance, a protection rate of 70% was obtained. To further optimize the means of delivering the vaccine, a formulation consisting of lyophilized vaccine reconstituted in a buffer solution is now being evaluated in a Chilean and Indonesian field trial. A similar though less practicable formulation showed excellent efficacy (approximately 95%) in a previous Egyptian field trial.",pico,INCLUDE,1,0.6121840023780782,1.0,0.03869971678871547,label_error,"Abstract describes large-scale, placebo-controlled, double-blind field trials evaluating Ty21a vaccine efficacy (70% protection) and safety, which matches inclusion criteria for Intervention (Ty21a), Comparison (placebo), Outcome (efficacy, safety), Population (field trial participants), and Study design (RCT)."
CLEF_CD001261,pubmed:14196811,pubmed:14196811,A CONTROLED FIELD TRIAL OF THE EFFECTIVENESS OF ACETONE-DRIED AND INACTIVATED AND HEAT-PHENOL-INACTIVATED TYPHOID VACCINES IN YUGOSLAVIA.,"In 1954-60 a Yugoslav Typhoid Commission showed in the first controlled field trial of typhoid vaccines, carried out in Osijek, Yugoslavia, that heat-phenol-inactivated typhoid vaccine gave a relatively high and long-lasting immunity. However, this liquid vaccine preparation was unstable and laboratory potency tests were inconclusive, and it was therefore decided that stable, dried, heat-killed, phenol-preserved vaccine be tested together with an acetone-inactivated and -dried vaccine in controlled field trials, supported in part by the World Health Organization, in Yugoslavia and British Guiana.This is report on the controlled trials organized in two Yugoslav towns, Bitola and Pristina. Three comparable groups were formed by random allocation of vaccines among 45 497 volunteers in the two towns. In each town one group received heat-phenol vaccine, the second group acetone-dried vaccine and the third (control) group tetanus toxoid. Two doses were given four weeks apart in the spring of 1960 and the vaccinated persons were followed up for 2 1/2 years. The effectiveness of the vaccines was measured by comparing typhoid morbidity rates in the three groups. It was found during an outbreak of typhoid fever in Pristina two years after primary vaccination that both the acetone-dried and the heat-phenol vaccines were effective, the former being superior.",pico,INCLUDE,1,0.6121817609654157,1.0,0.03847748075928333,label_error,Study is a randomized field trial (design) of typhoid vaccines (intervention) vs. tetanus toxoid (included comparator) measuring typhoid morbidity (outcome) in human volunteers (population). All criteria are met.
CLEF_CD011768,pubmed:18525036,pubmed:18525036,"Effects of early, abrupt weaning on HIV-free survival of children in Zambia.","BACKGROUND: In low-resource settings, many programs recommend that women who are infected with the human immunodeficiency virus (HIV) stop breast-feeding early. We conducted a randomized trial to evaluate whether abrupt weaning at 4 months as compared with the standard practice has a net benefit for HIV-free survival of children. METHODS: We enrolled 958 HIV-infected women and their infants in Lusaka, Zambia. All the women planned to breast-feed exclusively to 4 months; 481 were randomly assigned to a counseling program that encouraged abrupt weaning at 4 months, and 477 to a program that encouraged continued breast-feeding for as long as the women chose. The primary outcome was either HIV infection or death of the child by 24 months. RESULTS: In the intervention group, 69.0% of the mothers stopped breast-feeding at 5 months or earlier; 68.8% of these women reported the completion of weaning in less than 2 days. In the control group, the median duration of breast-feeding was 16 months. In the overall cohort, there was no significant difference between the groups in the rate of HIV-free survival among the children; 68.4% and 64.0% survived to 24 months without HIV infection in the intervention and control groups, respectively (P=0.13). Among infants who were still being breast-fed and were not infected with HIV at 4 months, there was no significant difference between the groups in HIV-free survival at 24 months (83.9% and 80.7% in the intervention and control groups, respectively; P=0.27). Children who were infected with HIV by 4 months had a higher mortality by 24 months if they had been assigned to the intervention group than if they had been assigned to the control group (73.6% vs. 54.8%, P=0.007). CONCLUSIONS: Early, abrupt cessation of breast-feeding by HIV-infected women in a low-resource setting, such as Lusaka, Zambia, does not improve the rate of HIV-free survival among children born to HIV-infected mothers and is harmful to HIV-infected infants.(ClinicalTrials.gov number, NCT00310726.)",pico,INCLUDE,1,0.6268463031735149,0.9509019129822991,0.046937157451113376,genuine_fp,"The intervention (counseling for abrupt weaning) is an active educational intervention, which is excluded by the criteria. The comparison group also received counseling, making it an active comparator, which is excluded."
CLEF_CD011768,pubmed:12503233,pubmed:12503233,Effect of an integrated child nutrition intervention on the complementary food intake of young children in rural north Viet Nam.,"Forty-two percent of Vietnamese children are stunted by two years of age. Since 1990, Save the Children Federation/US (SC) has implemented integrated nutrition programs targeting young children. We evaluated the effect of SC's nutrition program on the complementary food intake of young rural Vietnamese children. Using a longitudinal, prospective, randomized design, we followed 238 children (119 each from intervention and comparison communes) age 5 to 25 months old for six months with a re-survey at 12 months. We gathered 24-hour recall data at baseline and at months 2, 4, 6, and 12. Dietary energy intake was calculated using the 1972 Vietnamese food composition table. Key outcomes were daily frequency of consuming intervention-promoted food and non-breastmilk liquids and food, daily quantity of non-breastmilk liquids and food consumed, daily energy intake, and proportion of children meeting daily median energy requirements. Young rural children exposed to SC's program consumed intervention-promoted, and any, foods more frequently, ate a greater quantity of any food, consumed more energy, and were more likely to meet their daily energy requirements than comparison children. Some effects were only observed during the intensive intervention period; others persisted into or were evident only at the 12-month follow-up, approximately four months after program completion. Based on the mothers' reports, the intervention did not apparently compromise breastfeeding prevalence or frequency. The intervention improved children's food and energy intake and protected them from declining as rapidly as comparison children in meeting their energy requirements.",pico,INCLUDE,1,0.6140480994000193,0.9509019129822991,0.03852935491304984,genuine_fp,"Study design is 'longitudinal, prospective, randomized design' but not explicitly RCT or cluster RCT. The criteria require 'randomised controlled trials, RCTs, cluster-randomised trials, cluster RCTs' and exclude 'non-randomised studies, quasi-experimental studies'."
CLEF_CD012551,pubmed:26382782,pubmed:26382782,"Re: Effectiveness of Acupuncture on Chronic Prostatitis-Chronic Pelvic Pain Syndrome Category IIIB Patients: A Prospective, Randomized, Nonblinded, Clinical Trial.",,pico,INCLUDE,1,0.6006737466512109,1.0,0.03359521356380457,genuine_fp,Study design is 'nonblinded' which violates the inclusion criteria requiring RCTs to be sham-controlled or placebo-controlled. The criteria explicitly exclude non-blinded RCTs.
CLEF_CD012551,pubmed:24819236,pubmed:24819236,"Effectiveness of diet, sexual habits and lifestyle modifications on treatment of chronic pelvic pain syndrome.","BACKGROUND: The potential benefits of a therapeutic regimen for chronic pelvic pain syndrome (CPPS) based on the adherence to some specific rules concerning diet, sexual habits and lifestyle have never been investigated. METHODS: A review of literature was executed to prepare a vademecum of 13 rules relating to diet, sexual habits and lifestyle that patients had to adhere to in order to treat CPPS. Patients affected by CPPS were enrolled and assigned to two equal groups that were both treated with 100 mg of nimesulide for 1 week. Group two patients were instructed to adhere to the vademecum rules, whereas patients in Group one received instructions to make no changes in their lifestyles. The NIH-Chronic Prostatitis Symptom Index was administered at baseline and after 3 months. The main outcome measure was the change in the mean total NIH-Chronic Prostatitis Symptom Index scores between the two groups from baseline to after treatment. Statistical methods for two-group comparisons were used. RESULTS: Overall,100 patients were recruited. Thirty-nine out of fifty patients (78%) belonging to Group two adhered to the vademecum rules. In Group one, the total NIH-Chronic Prostatitis Symptom Index score was 21.9 at baseline and 17.6 post-treatment, whereas in Group two these scores were 22.1 and 8.1, respectively (P<0.0001). CONCLUSIONS: We detected 13 potentially eliminable risk factors for CPPS on the basis of which we prepared a vademecum of 13 rules to treat this disease that were well tolerated and highly effective in significantly reducing all types of symptoms caused by CPPS.",pico,INCLUDE,1,0.6006572195481137,1.0,0.03497877325703639,genuine_fp,"Study design is observational (non-randomized assignment to groups) and violates the 'study design' criterion requiring RCTs. The intervention (vademecum rules) is non-pharmacological and allowed, but the study design exclusion is decisive."
CLEF_CD012551,pubmed:21823343,pubmed:21823343,[Combination therapy of biofeedback with electrical stimulation for chronic prostatitis/chronic pelvic pain syndrome].,"OBJECTIVE: To investigate the effect of the combination therapy of biofeedback with electrical stimulation on chronic prostatitis/chronic pelvic pain syndrome (CP/CPPS) through clinical trials. METHODS: A total of 140 cases of diagnosed CP/CPPS were randomly divided into a control group (n = 20), a biofeedback group (BF, n = 40), an electrical stimulation group (ES, n = 40), and a biofeedback plus electrical stimulation group (BF + ES, n = 40). The latter three groups were treated by corresponding methods 5 times a week for 2 weeks, while the controls left untreated. After the treatment, all the patients were followed up for 30 days. The NIH chronic prostatitis symptom index (NIH-CPSI) scores and the results of uroflowmetry were obtained and compared before and after the treatment. RESULTS: Compared with the control group, the scores on pain, urinary symptoms and quality of life (QOL) and the total NIH-CPSI scores were obviously decreased (P < 0.05), and the maximum flow rate (MFR) markedly improved (P < 0.05) in the BF, ES and BF + ES groups after the treatment, with significant differences between the former two and the latter one (P < 0.05), but not between the BF and ES groups (P > 0.05), nor in the control group before and after the treatment (P > 0.05). CONCLUSION: The combination therapy of biofeedback with electrical stimulation has a synergistic effect on CP/CPPS by alleviating pain and urinary symptoms, improving QOL and elevating MFR.",pico,INCLUDE,1,0.6006734528380339,1.0,0.03522849665218706,label_error,"Study meets all criteria: RCT design, CP/CPPS population, non-pharmacological interventions (biofeedback, electrical stimulation), NIH-CPSI outcomes, and appropriate comparators (no treatment control, active controls)."
