sample_id,dataset,record_id,title,abstract,source,pico_criteria_summary,true_label,models_called,sprt_early_stop
S054,Moran_2021,https://openalex.org/W2106094754,Prey habitat selection under shared predation: tradeoffs between risk and competition?,"An individual’s choice of habitat should optimize amongst conflicting demands in a way that maximizes its fitness. Habitat selection by one species will often be influenced by presence and abundance of competitors that interact directly and indirectly with each other (such as through shared predators). The optimal habitat choice will thus depend on competition for resources by other species that can also modify predation risk. It may be possible to disentangle these two effects with careful analysis of density-dependent habitat selection by a focal prey species. We tested this conjecture by calculating habitat isodars (graphs of density assuming ideal habitat selection) of chital deer living in two adjoining dryforest habitats in Gir National Park and Sanctuary, western India. The habitats differed only in presence (Sanctuary) and absence (National Park) of domestic prey (cattle and buffalo). Both species are preyed on by Asiatic lions. The habitat isodar revealed at low densities, that chital live in small groups and prefer habitat co-occupied by livestock that reduce food resources, but also reduce predation risk. At higher densities, chital form larger groups and switch their preference toward risky habitat without livestock. The switch in chital habitat use is consistent with theories predicting that prey species should trade off safety in favor of food as population density increases.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S055,Moran_2021,https://openalex.org/W2134682046,Epigenetic mechanisms that underpin metabolic and cardiovascular diseases,"Cellular commitment to a specific lineage is controlled by differential silencing of genes, which in turn depends on epigenetic processes such as DNA methylation and histone modification. During early embryogenesis, the mammalian genome is `wiped clean' of most epigenetic modifications, which are progressively re-established during embryonic development. Thus, the epigenome of each mature cellular lineage carries the record of its developmental history. The subsequent trajectory and pattern of development are also responsive to environmental influences, and such plasticity is likely to have an epigenetic basis. epigenetic marks may be transmitted across generations, either directly by persisting through meiosis or indirectly through replication in the next generation of the conditions in which the epigenetic change occurred. Developmental plasticity evolved to match an organism to its environment, and a mismatch between the phenotypic outcome of adaptive plasticity and the current environment increases the risk of metabolic and cardiovascular disease. These considerations point to epigenetic processes as a key mechanism that underpins the developmental origins of chronic noncommunicable disease. Here, we review the evidence that environmental influences during mammalian development lead to stable changes in the epigenome that alter the individual's susceptibility to chronic metabolic and cardiovascular disease, and discuss the clinical implications.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S056,Moran_2021,https://openalex.org/W2769509514,Copepod avoidance of thin chemical layers of harmful algal compounds,"In a physical model of a thin planktonic layer, the estuarine copepod Acartia tonsa strongly avoided weakly stratified layers of dissolved chemical compounds from the harmful dinoflagellate Karenia brevis. Chemical-induced changes in swimming kinematics allowed copepods to effectively avoid the layer and surrounding volume, highlighting the relevance of harmful alga-grazer interactions at a distance that involve dissolved chemical signals. Avoidance increased significantly with increasing chemical concentration representative of a range of ecologically relevant bloom conditions (1–104 cells/mL equivalent). Under mid to maximal bloom conditions, Acartia displayed visually and hydrodynamically conspicuous avoidance jumps featuring large, rapid displacements with swimming speeds near those reported for predatory escape reactions. Previous findings show K. brevis is both toxic and nutritionally inadequate to A. tonsa when ingested and that exposure to dissolved chemical compounds likely rapidly suppresses effective sampling and grazing behaviors. Thus, copepods have strong incentive to sense and avoid nearby, spatially discrete patches of toxic algae in order to improve fitness by avoiding exposure and/or ingestion and associated negative impacts. Our results suggest harmful alga not only produce deleterious physiological effects in copepod grazers, but chemical-induced behavioral responses also likely alter grazer distributions and top-down control via avoidance reactions (reduced harmful alga-grazer encounter rates). Additionally, predator-prey encounter rates at higher trophic levels are likely enhanced via significant changes in copepod swimming kinematics. These combined mechanisms could protect and sustain harmful blooms contained in subsurface thin layers until blooms reach critical mass and produce widespread impacts at the ecosystem level, the “cryptic bloom” effect.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S057,Moran_2021,https://openalex.org/W431357872,The Role of Psychogeriatrics in Healthy Living and Active Ageing.,"A healthy and active life is a key issue for elderly citizens, above all when psychological complications such as depression and anxiety disorders, late delusion or loneliness can be observed. Moreover, medical pathologies in elderly patients often have a multi-factorial etiology and many psychopathological dimensions and psychosocial risk factors are underestimated. From the perspective of clinical health psychology, psychogeriatrics could play an important role in promoting active ageing and a healthy lifestyle in elderly persons through tailored clinical approaches based on specific research and advanced professional training in this area. More research is needed in order to study which determinants affect the process of an active and functional ageing. Possible research ageing areas are: 1) evaluation of psychosocial risk-protective factors related to the individual's biography and personality. 2) Evaluation of enrichment programs and clinical protocols focused on the management of different topics such as health system areas, behavioral areas, social and physical environment areas, psychological factors and economic determinants. The goal of Psychogeriatrics endeavors to develop and evaluate interventions designed to stimulate improvement in friendship, self-esteem and subjective well-being, as well as to reduce loneliness among older citizens. 3) Evaluation of self-management programs in chronic disease conditions (such as obesity, diabetes, hypertension, poor nutrition, physical inactivity, alcohol abuse and tobacco smoking), that could enhance risk factors for health in elderly citizens. Typical key elements of self-management, such as decision making, problem solving, motivation, self-efficacy, resource utilization, and citizen's empowerment have to be studied.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S058,Moran_2021,https://openalex.org/W2163614167,Ecological and Biomechanical Insights into the Evolution of Gliding in Mammals,"Gliding has evolved independently at least six times in mammals. Multiple hypotheses have been proposed to explain the evolution of gliding. These include the evasion of predators, economical locomotion or foraging, control of landing forces, and habitat structure. Here we use a combination of comparative methods and ecological and biomechanical data collected from free-ranging animals to evaluate these hypotheses. Our comparative data suggest that the origins of gliding are often associated with shifts to low-quality diets including leaves and plant exudates. Further, data from free-ranging colugos suggest that although gliding is not more energetically economical than moving through the canopy, it is much faster, allowing shorter times of transit between foraging patches and therefore more time available to forage in a given patch. In addition to moving quickly, gliding mammals spend only a small fraction of their overall time engaged in locomotion, likely offsetting its high cost. Kinetic data for both take-off and landing suggest that selection on these behaviors could also have shaped the evolution of gliding. Glides are initiated by high-velocity leaps that are potentially effective in evading arboreal predators. Further, upon landing, the ability to control aerodynamic forces and reduce velocity prior to impact is likely key to extending distances of leaps or glides while reducing the likelihood of injury. It is unlikely that any one of these hypotheses exclusively explains the evolution of gliding, but by examining gliding in multiple groups of extant animals in ecological and biomechanical contexts, new insights into the evolution of gliding can be gained.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S059,Moran_2021,https://openalex.org/W2795184290,Do detour tasks provide accurate assays of inhibitory control?,"Transparent Cylinder and Barrier tasks are used to purportedly assess inhibitory control in a variety of animals. However, we suspect that performances on these detour tasks are influenced by non-cognitive traits, which may result in inaccurate assays of inhibitory control. We therefore reared pheasants under standardized conditions and presented each bird with two sets of similar tasks commonly used to measure inhibitory control. We recorded the number of times subjects incorrectly attempted to access a reward through transparent barriers, and their latencies to solve each task. Such measures are commonly used to infer the differential expression of inhibitory control. We found little evidence that their performances were consistent across the two different Putative Inhibitory Control Tasks (PICTs). Improvements in performance across trials showed that pheasants learned the affordances of each specific task. Critically, prior experience of transparent tasks, either Barrier or Cylinder, also improved subsequent inhibitory control performance on a novel task, suggesting that they also learned the general properties of transparent obstacles. Individual measures of persistence, assayed in a third task, were positively related to their frequency of incorrect attempts to solve the transparent inhibitory control tasks. Neophobia, Sex and Body Condition had no influence on individual performance. Contrary to previous studies of primates, pheasants with poor performance on PICTs had a wider dietary breadth assayed using a free-choice task. Our results demonstrate that in systems or taxa where prior experience and differences in development cannot be accounted for, individual differences in performance on commonly used detour-dependent PICTS may reveal more about an individual's prior experience of transparent objects, or their motivation to acquire food, than providing a reliable measure of their inhibitory control.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S060,Moran_2021,https://openalex.org/W2007603696,Physical activity and healthy diet: determinants and implicit relationship,"People who decide to lose weight by dieting often do so without participating in any associated physical activity. Although some people who participate in sports are unconcerned about their diet, it is generally believed that people who exercise tend to eat a healthy diet and those who do not exercise eat a less healthy diet. There is no clear relationship between the decisions regarding participation in physical activity and eating a healthy diet when choices are taken freely and not influenced by policy factors promoting healthy behaviour. However, these decisions may reveal some common explanatory factors and an implicit link. As such the aim of this study was to identify the common explanatory factors and investigate the existence of an implicit relationship.Econometric estimate - bivariate probit estimation.Using data from the Portuguese National Health Survey, a bivariate probit was undertaken for decisions regarding participation in physical activity and eating a healthy diet. The correlation between the residuals gives information on the implicit relationship between the healthy choices.Common explanatory factors were found between the decisions to eat healthy snacks and participate in physical activity, such as being married. However, holding voluntary private health insurance, smoking, getting older, living alone and unemployment were found to dissuade people from making healthy choices. Positive correlation was found between the residuals of the probit estimations, indicating that other unmeasurable variables have a similar influence on both decisions, such as peer pressure, cultural values, fashion, advertising and risk aversion.Further research is needed to improve understanding of decision making related to participation in physical activity and eating a healthy diet. This will facilitate the design of policies that will make a greater contribution to healthy lifestyles.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S061,Moran_2021,https://openalex.org/W2063150393,Why pelagic planktivores should be unselective feeders,"Diet width theory is a branch of optimal foraging theory, used to predict which fractions of the potential food encountered should be pursued. For pelagic fish, it is generally assumed that light is the dominant stimulus for both prey encounter rate and mortality risk. In order to achieve encounter rates allowing selective feeding, the pelagic predator exposes itself to enhanced predation risk for a prolonged time. The gain in growth obtained by diet selection may seldom outweigh the fitness cost of increased mortality risk. More generally, pelagic feeders will have a higher reproductive rate by searching the depth where feeding will be encounter-limited, and hence be opportunistic feeders. Literature reports of pelagic diet selection either fail to distinguish between the catchability of the prey in a gear and the encounter rate with its predator or neglects the vertical structure in pelagic prey distribution that may give differences in diets for unselective predators operating at different depths. The principal differences between the pelagic habitat and habitats where diet selection will be expected will include one or both of the following: (i) the continuous and steep local (i.e. vertical) gradients in mortality risk and (ii) the lack of local shelter where a newly ingested meal may safely be digested.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S062,Moran_2021,https://openalex.org/W2014939582,Stress reactions at slaughter and meat quality in pigs: genetic background and prior experience,"Abstract Stress reactions to the slaughter procedure influence ante- and post-mortem muscle metabolism and, consequently, the rate and extent of glycogen breakdown and pH decline, colour and drip loss. Effects are principally due to variations in ATPase activity and muscle glycogen reserves. Behavioural, physiological and metabolic responses to aversive situations depend on genetic background and prior experience of the animals. For example, reactivity to humans depends on breed; compared to Large White pigs, Durocs approach humans more. The effect of slaughter conditions on peri-mortem muscle metabolism depends also on breed; muscles of Durocs were relatively insensitive to slaughter conditions. Prior experience, such as repeated handling, modifies reactivity to familiar and unfamiliar humans. Repeated positive handling during rearing did not modify meat quality of Large Whites. Mild negative handling during rearing changed pre-slaughter muscle metabolism only if the negative handler was present at slaughter. Literature indicates that severe negative handling during rearing may influence peri-mortem muscle metabolism in the absence of the negative handler. Reactivity to humans measured in pigs with no handling experience, weeks or months before slaughter, may predict pre- or post-slaughter muscle metabolism. Thus, physical and visual contacts with the human, established by the pig, were negatively correlated with post-bleeding muscle temperature and ultimate pH. Fighting during mixing was positively correlated with ultimate pH and colour. Up to 42% of variability in ultimate pH in pigs of similar genetic and rearing background could be explained by fighting during mixing and reactivity to humans. Fighting during mixing could be predicted by fighting during a food competition test and levels of exploration of an unfamiliar object. Overall, results show that the technological meat quality indicators studied were little influenced by positive or mildly negative handling experience during rearing. In contrast, genetic background, slaughter conditions and behavioural characteristics of the pig, established early in life, explained a large part of variability in a number of technological meat quality parameters.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S063,Moran_2021,https://openalex.org/W2083050671,Predatory mites learn to discriminate between plant volatiles induced by prey and nonprey herbivores,"Many carnivorous arthropods can use chemical information from plants to locate their herbivorous prey. The composition of blends of herbivore-induced plant volatiles can vary with plant and herbivore species and thus carnivores are confronted with variable information about the presence of their prey. Such environmental variation is expected to favour learning. We investigated the learning ability of the predatory mite Phytoseiulus persimilis, a specialized natural enemy of polyphagous spider mites. We reared mites on different plant species, and subsequently tested their preference for volatiles from lima bean plants infested with either the prey herbivore Tetranychus urticae or the nonprey caterpillar Spodoptera exigua in a Y-tube olfactometer. Predators reared on lima bean preferred the volatiles induced by T. urticae, whereas predators reared on cucumber did not. We also investigated the foraging behaviour of mites after a nonrewarding experience during the adult phase (i.e. food deprivation in the presence of S. exigua-induced volatiles from lima bean) or after a rewarding experience (i.e. feeding in the presence of T. urticae-induced volatiles). The rewarding experience had a much larger impact on the foraging responses. Predatory mites with multiple experiences (i.e. a nonrewarding experience followed by a rewarding experience) had the strongest preference for T. urticae-induced versus S. exigua-induced volatiles. We conclude that these learning abilities enable the predatory mites to forage in an environment where their prey can feed on a different plant species than the one on which the predator developed, and where nonprey caterpillars are also present.",auto_exclude,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S064,Radjenovic_2013,https://openalex.org/W2035892768,A functional approach to program testing and analysis,"An integrated approach to testing is described which includes both static and dynamic analysis methods and which is based on theoretical results that prove both its effectiveness and efficiency. Programs are viewed as consisting of collections of functions that are joined together using elementary functional forms or complex functional structures. Functional testing is identified as the input-output analysis of functional forms. Classes of faults are defined for these forms, and results are presented which prove the fault-revealing effectiveness of well defined sets of tests. Functional analysis is identified as the analysis of the sequences of operators, functions, and data type transformations which occur in functional structures. Theoretical results are presented which prove that it is only necessary to look at interfaces between pairs of operators and data type transformations in order to detect the presence of operator or data type sequencing errors. The results depend on the definition of normal forms for operator and data type sequencing diagrams.",hr,"Concept: software metrics, code metrics, object-oriented metrics; Context: software development, software engineering, software maintenance; Population: software code, source code, software modules",0,2,True
S065,Radjenovic_2013,https://openalex.org/W2132580320,Teletraffic simulation of cellular networks: modeling the handoff arrivals and the handoff delay,The paper presents an analysis of teletraffic variables in cellular networks. The variables studied are the time between two consecutive handoff arrivals and the handoff delay. These teletraffic variables are characterized by means of an advanced software simulator that models several scenarios assuming fixed channel allocation. Information about the quality of service is also provided. A large set of scenarios has been simulated and the characterization results derived from its study have been presented and analyzed.,hr,"Concept: software metrics, code metrics, object-oriented metrics; Context: software development, software engineering, software maintenance; Population: software code, source code, software modules",0,2,True
S066,Radjenovic_2013,https://openalex.org/W2163865887,Dynamic resource migration for multiparty real-time communication,"With long-lived multi-party connections, resource allocation subsystems in distributed real-time systems or communication networks must be aware of dynamically changing network load in order to reduce call-blocking probabilities. We describe a distributed mechanism to dynamically reallocate (migrate) resources without adversely affecting the performance that established connections receive. In addition to allowing systems to dynamically adapt to load, this mechanism allows for distributed relaxation of resources (i.e. the adjustment of overallocation of resources due to conservative assumptions at connection establishment time) for multicast connections. We describe how dynamic resource migration is incorporated in the Tenet Scheme 2 protocols for multiparty real-time communication.",hr,"Concept: software metrics, code metrics, object-oriented metrics; Context: software development, software engineering, software maintenance; Population: software code, source code, software modules",0,2,True
S067,Radjenovic_2013,https://openalex.org/W2116090450,A test of precision GPS clock synchronization,"This paper describes tests of precision GPS time transfer using geodetic-quality TurboRogue receivers. The GPS data are processed with the GIPSY-OASIS II software, which simultaneously estimates the GPS satellite orbits and clocks, receiver locations and clock offsets, as well as other parameters such as Earth orientation. This GPS solution technique, which emphasizes high accuracy GPS orbit determination and observable modeling, has been shown to enable sub-1 ns time transfer at global distance scales. GPS-based monitoring of clock performance has been carried out for several years through JPL's high precision GPS global network processing. The paper discusses measurements of variations in relative clock offsets down to a level of a few tens of picoseconds. GPS-based clock frequency measurements are also presented.",hr,"Concept: software metrics, code metrics, object-oriented metrics; Context: software development, software engineering, software maintenance; Population: software code, source code, software modules",0,2,True
S068,Radjenovic_2013,https://openalex.org/W2102955050,Fault detection effectiveness of spathic test data,"This paper presents an approach for generating test data for unit-level, and possibly integration-level, testing based on sampling over intervals of the input probability distribution, i.e., one that has been divided or layered according to criteria. Our approach is termed as it selects random values felt to be most likely or least likely to occur from a segmented input probability distribution. Also, it allows the layers to be further segmented if additional test data is required later in the test cycle. The spathic approach finds a middle ground between the more difficult to achieve adequacy criteria and random test data generation, and requires less effort on the part of the tester. It can be viewed as guided random testing, with the tester specifying some information about expected input. The spathic test data generation approach can be used to augment intelligent manual unit-level testing. An initial case study suggests that spathic test sets defect more faults than random test data sets, and achieve higher levels of statement and branch coverage.",hr,"Concept: software metrics, code metrics, object-oriented metrics; Context: software development, software engineering, software maintenance; Population: software code, source code, software modules",0,2,True
S069,Radjenovic_2013,https://openalex.org/W2165885026,Wrapper–Filter Feature Selection Algorithm Using a Memetic Framework,"This correspondence presents a novel hybrid wrapper and filter feature selection algorithm for a classification problem using a memetic framework. It incorporates a filter ranking method in the traditional genetic algorithm to improve classification performance and accelerate the search in identifying the core feature subsets. Particularly, the method adds or deletes a feature from a candidate feature subset based on the univariate feature ranking information. This empirical study on commonly used data sets from the University of California, Irvine repository and microarray data sets shows that the proposed method outperforms existing methods in terms of classification accuracy, number of selected features, and computational efficiency. Furthermore, we investigate several major issues of memetic algorithm (MA) to identify a good balance between local search and genetic search so as to maximize search quality and efficiency in the hybrid filter and wrapper MA",auto_exclude,"Concept: software metrics, code metrics, object-oriented metrics; Context: software development, software engineering, software maintenance; Population: software code, source code, software modules",0,2,True
S070,Radjenovic_2013,https://openalex.org/W2135385170,Quantitative Modeling of Communication Cost for Global Service Delivery,"IT service providers are increasingly utilizing globally distributed resources to drive down costs, reduce risk through diversification and gain access to a larger talent pool. However, fostering effective collaboration among geographically distributed resources is a difficult challenge. In this paper, we present our initial attempt to quantify the increased overhead in leveraging distributed resources as one of the project costs. We associate this overhead cost measurement with metrics that measure communication quality, such as reduction in productivity and communication delay. These metrics can in turn be computed as functions of underlying project parameters. To achieve this goal, we first build a project communication model (PCM) to categorize different types of collaborative communication. We then represent communication efficiency and changes in resource availability in terms of information theoretic concepts such as reduced channel capacity, information encoding efficiency and channel availability. This analysis is used to help determine the cost associated with team formation and task distribution during the project planning phase.",auto_exclude,"Concept: software metrics, code metrics, object-oriented metrics; Context: software development, software engineering, software maintenance; Population: software code, source code, software modules",0,2,True
S071,Leenaars_2020,https://openalex.org/W2035320881,"Tofacitinib (CP-690,550) in patients with rheumatoid arthritis receiving methotrexate: Twelve-month data from a twenty-four-month phase III randomized radiographic study","The purpose of this 24-month phase III study was to examine structural preservation with tofacitinib in patients with rheumatoid arthritis (RA) with an inadequate response to methotrexate (MTX). Data from a planned 12-month interim analysis are reported.In this double-blind, parallel-group, placebo-controlled study, patients receiving background MTX were randomized 4:4:1:1 to tofacitinib at 5 mg twice daily, tofacitinib at 10 mg twice daily, placebo to tofacitinib at 5 mg twice daily, and placebo to tofacitinib at 10 mg twice daily. At month 3, nonresponder placebo-treated patients were advanced in a blinded manner to receive tofacitinib as indicated above; remaining placebo-treated patients were advanced at 6 months. Four primary efficacy end points were all analyzed in a step-down procedure.At month 6, response rates according to the American College of Rheumatology 20% improvement criteria for tofacitinib at 5 mg and 10 mg twice daily were higher than those for placebo (51.5% and 61.8%, respectively, versus 25.3%; both P < 0.0001). At month 6, least squares mean (LSM) changes in total modified Sharp/van der Heijde score for tofacitinib at 5 mg and 10 mg twice daily were 0.12 and 0.06, respectively, versus 0.47 for placebo (P = 0.0792 and P ≤ 0.05, respectively). At month 3, LSM changes in the Health Assessment Questionnaire disability index score for tofacitinib at 5 mg and 10 mg twice daily were -0.40 (significance not declared due to step-down procedure) and -0.54 (P < 0.0001), respectively, versus -0.15 for placebo. At month 6, rates of remission (defined as a value <2.6 for the 4-variable Disease Activity Score in 28 joints using the erythrocyte sedimentation rate) for tofacitinib at 5 mg and 10 mg twice daily were 7.2% (significance not declared due to step-down procedure) and 16.0% (P < 0.0001), respectively, versus 1.6% for placebo. The safety profile was consistent with findings in previous studies.Data from this 12-month interim analysis demonstrate that tofacitinib inhibits progression of structural damage and improves disease activity in patients with RA who are receiving MTX.",hr,"Comparison: Placebo, No treatment, Vehicle control; Intervention: Methotrexate, MTX, Amethopterin; Outcome: Disease Activity Score, DAS28, ACR20/50/70 response; Population: Rheumatoid Arthritis, RA, Arthritis, Rheumatoid",1,2,True
S072,Leenaars_2020,https://openalex.org/W1986755404,Increased perivascular synovial membrane expression of myeloid-related proteins in psoriatic arthritis,"To analyze S-100 protein expression, in the form of myeloid-related protein 8 (MRP8), MRP14, and the heterodimer MRP8/MRP14, in psoriatic arthritis (PsA) patients compared with rheumatoid arthritis (RA) and spondylarthropathy (SpA) patients, and to determine the effect of methotrexate (MTX) on the MRP antigen expression in PsA patients.Serum, synovial fluid (SF), and synovium (taken at arthroscopy) samples were obtained from PsA (before and after MTX treatment), RA, and SpA patients. Concentrations of MRP8/MRP14 in serum and SF were measured by enzyme-linked immunosorbent assay. Expression of MRP8, MRP14, and MRP8/MRP14 in synovium was determined by immunohistochemistry.MRP8, MRP14, and MRP8/MRP14 levels were increased in serum, SF, and synovium from PsA, RA, and SpA patients. In all 3 groups, paired samples of serum and SF showed significantly higher MRP8/MRP14 levels in SF (mean +/- SD 15310 +/- 16999 ng/ml [median 11400]) than in serum (908 +/- 679 ng/ml [median 695]) (P = 0.0001). MRP8/MRP14 levels in serum correlated with systemic parameters of disease activity (erythrocyte sedimentation rate [ESR] r = 0.55, P = 0.005; C-reactive protein [CRP] level r = 0.55, P = 0.005), whereas levels in SF correlated with local parameters of disease activity (white blood cell count r = 0.45, P = 0.01; acute-phase serum amyloid A level r = 0.32, P = 0.03). MRP expression was significantly higher in the synovial sublining layer (SLL) of PsA patients compared with RA and SpA patients. MRP antigens were predominantly expressed in perivascular areas of the SLL in PsA patients. Following MTX treatment, MRP expression in serum and synovium from PsA patients was significantly reduced. Serum levels of MRP were more sensitive to the effects of MTX than were the ESR, CRP, or clinical joint scores.MRP levels in serum and SF correlate with local and systemic inflammation and are equally increased in PsA, RA, and SpA patients. In contrast, MRP8, MRP14, and MRP8/MRP14 expression in the SLL of PsA patients is increased, particularly in perivascular regions, compared with that in RA and SpA patients, suggesting a central role of MRP proteins in transendothelial migration of leukocytes in PsA. Moreover, MRP expression is reduced following MTX treatment. MRP proteins may represent a novel therapeutic target in inflammatory arthritis.",hr,"Comparison: Placebo, No treatment, Vehicle control; Intervention: Methotrexate, MTX, Amethopterin; Outcome: Disease Activity Score, DAS28, ACR20/50/70 response; Population: Rheumatoid Arthritis, RA, Arthritis, Rheumatoid",0,2,True
S073,Leenaars_2020,https://openalex.org/W2285588011,Immunocytokines for Cancer Therapy,"The ability of cytokines to boost the immune system's activity against tumors has been of pharmaceutical interest for many years, and a number of different cytokines have been investigated in clinical trials. However, complete cures were rarely observed upon systemic administration of recombinant cytokine products, because severe dose-limiting toxicities and unfavorable pharmacokinetic properties prevented the escalation to therapeutically relevant dose regimens. Antibody-cytokine fusion proteins (termed immunocytokines) represent an elegant strategy to improve the therapeutic index of cytokine payloads. The immunoglobulin moiety, used either as a full-size monoclonal antibody or an antibody fragment, serves as a selective delivery vehicle to the site of disease, thereby allowing a preferential accumulation in the malignant environment while sparing healthy tissue. In the past few years, a large number of immunocytokines have been developed and tested in preclinical cancer models, and 10 immunocytokines have further been evaluated in clinical trials for oncological indications. In this review, we discuss the main structural and functional features of immunocytokines, which are relevant for in vivo performance, and outline emerging trends for product development.",auto_exclude,"Comparison: Placebo, No treatment, Vehicle control; Intervention: Methotrexate, MTX, Amethopterin; Outcome: Disease Activity Score, DAS28, ACR20/50/70 response; Population: Rheumatoid Arthritis, RA, Arthritis, Rheumatoid",0,2,True
S074,Leenaars_2020,https://openalex.org/W1997391571,Antibody-Based Therapies in Systemic Lupus Erythematosus,"Systemic lupus erythematosus (SLE) is a chronic autoimmune disorder that is characterized by pathologic manifestations in multiple organs and elevated morbidity. Traditional management of SLE has included the use of nonsteroidal anti-inflammatory drugs, anti-malarials and immunosuppressive drugs such glucocorticoids, azathioprine, cyclophosphamide, and mycophenolate mofetil. Although many of these therapies have shown great efficacy, they often associate with adverse effects, due to their systemic activity. The development of safer therapies for SLE has led to recent emphasis on targeting selected pathways that can be important in the inflammatory response in SLE. In this context, the use of biological agents such as monoclonal antibodies has seen a rapidly increasing progress, and is poised to be some part of the clinical practice for SLE in a near future. This review provides an update on the ongoing clinical trials and the promise and obstacles in the use of biologics in SLE.",auto_exclude,"Comparison: Placebo, No treatment, Vehicle control; Intervention: Methotrexate, MTX, Amethopterin; Outcome: Disease Activity Score, DAS28, ACR20/50/70 response; Population: Rheumatoid Arthritis, RA, Arthritis, Rheumatoid",0,2,True
S075,Wassenaar_2017,https://openalex.org/W2008059672,Bisphenol A: invisible pollution,"Bisphenol A (BPA) is a high volume chemical used in a wide variety of products, including plastic bottles and canned goods. Based on widespread human exposure and endocrine effects observed first in animal studies and now in humans, this chemical is being extensively studied. Most physicians have not had formal teaching regarding human risks from environmental exposures such as BPA. This article aims to provide: 1) a basis for learning about BPA as an environmental exposure and 2) practical advice for healthcare providers to share with concerned families.Human exposure to BPA is nearly universal. Animal studies have documented a variety of endocrine effects of this chemical and recent studies involving humans are resulting in growing concerns. These studies suggest that increased exposure to BPA is correlated with diseases such as heart disease and type 2 diabetes. Based on the metabolism of BPA and its endocrine effects, scientists hypothesize that the impact on children will be magnified. Further studies are needed to clarify this issue; funding has increased dramatically in recent years and scientists are hopeful that many of the currently unanswered questions will be addressed.The evidence for harmful health effects on humans from BPA exposure is incomplete, but is sufficient to suggest that limiting exposure is warranted. Further studies involving pregnant women and young children are needed to clarify the endocrine effects of BPA on this vulnerable population.",hr,"Comparison: vehicle control, corn oil control, unexposed control; Comparison: vehicle control, sham exposure, no exposure; Exposure: bisphenol A, BPA, 4,4'-(propane-2,2-diyl)diphenol; Outcome: obesity, adiposity, body weight gain; Population: rodent, rats, mice",0,2,True
S076,Wassenaar_2017,https://openalex.org/W2417650414,Comparison of composite resin-to-porcelain bond strength with three adhesives.,"Three resin-based adhesives were evaluated for suitability for porcelain repair with composite resin, as measured by shear bond strength of attachment. Photo Bond and SE Bond were associated with significantly greater shear bond strengths than their respective controls at both time periods investigated. Single Bond did not have shear bond strengths greater than its control and its values were significantly lower than those obtained with the other resins.",hr,"Comparison: vehicle control, corn oil control, unexposed control; Comparison: vehicle control, sham exposure, no exposure; Exposure: bisphenol A, BPA, 4,4'-(propane-2,2-diyl)diphenol; Outcome: obesity, adiposity, body weight gain; Population: rodent, rats, mice",0,2,True
